Run,Run ID,mse
sincere-elk-109,9c62579aa8414a389ec8b41f5d60cbbb,
abundant-cow-281,bd8135df95ec48749bfbcdbc9e3154fd,0.8114312447509822
blushing-turtle-281,2232ab39b6874251b958b9ded75ae3c3,0.7319562675664645
